region	det	energy_keV	half_width_keV	rate_ct_s_keV	rate_error_ct_s_keV	model_ct_s_keV	residual_sigma	lhb_ct_s_keV	halo_ct_s_keV	cxb_ct_s_keV	cx_ct_s_keV
inner	pn	0.9510335028171539	0.0024345219135284424	0.2170494442776955	0.05545812614469064	0.16799907524401822	0.8844577421477339	0.0048358706847820765	0.040285464924900746	0.06950481389417969	0.05337292574015541
inner	pn	0.9583350121974945	0.004866987466812134	0.1575065962037513	0.03500783315504125	0.15280300975784034	0.13435811422774743	0.004207945422582026	0.03632177635790632	0.06897701381202988	0.04329627416532178
inner	pn	0.9680669903755188	0.004864990711212158	0.12913316648954987	0.032917999615173554	0.13471236597146183	-0.16948780445760225	0.0034191293999593217	0.03158850698314469	0.06827987163789401	0.03142485795046403
inner	pn	0.9777950048446655	0.00486302375793457	0.0692193809181772	0.027280882222668244	0.11989589694238344	-1.8575834758781402	0.0027314915868786663	0.027735174521300043	0.06759133969527742	0.021837891138927364
inner	pn	0.9875185191631317	0.004860490560531616	0.11519166873409896	0.03208281047782199	0.10860952352544051	0.2051611162060916	0.0021732148622394835	0.02483187797538097	0.06691471124158067	0.014689719446239308
inner	pn	0.997239500284195	0.004860490560531616	0.09894445967427073	0.030726224446292087	0.10050757040257582	-0.050872203027655716	0.0017446642281537376	0.022740045280615077	0.06624779021949469	0.009775070674312386
inner	pn	1.0069549679756165	0.004854977130889893	0.09170574281343968	0.029331908504196837	0.09496428527199637	-0.1110920708787308	0.0014310708116238985	0.021220492412881483	0.06559240268698022	0.006720319360510778
inner	pn	1.016664981842041	0.004855036735534668	0.08290068706739535	0.028331123558346584	0.09127101923831493	-0.2954465308684734	0.0012100856782465692	0.020014530525787482	0.0649481067053928	0.005098296328888212
inner	pn	1.0263749957084656	0.004854977130889893	0.12343580782262065	0.03255656798605655	0.08876748193337904	1.0648642665310881	0.0010561863139854839	0.018907868566189416	0.06431720600781317	0.004486221045390863
inner	pn	1.0360849499702454	0.004854977130889893	0.13064975200480952	0.03253970944066819	0.08695798564891875	1.3427214657695965	0.0009467925428036007	0.017774878098983486	0.06369663264280984	0.00453968236432178
inner	pn	1.0457899570465088	0.004850029945373535	0.07828247391682093	0.02836470378934433	0.08553204294097888	-0.25558416114612736	0.0008646014654140619	0.01658097368845552	0.06308558522103468	0.005000882566074547
inner	pn	1.0579149723052979	0.007274985313415527	0.0701299090449584	0.02261575145898191	0.0840316488048367	-0.6146928075811153	0.0007824366992526957	0.015056980658638561	0.062313393564057365	0.005878837882888098
inner	pn	1.070039987564087	0.004850029945373535	0.13554336520553636	0.03257075072243794	0.08278131120673021	1.6199213352014774	0.0007097514706991205	0.013604230659705258	0.06157712114923177	0.006890207927094105
inner	pn	1.082165002822876	0.007274985313415527	0.02890460590463551	0.017893158809038	0.08174318393014833	-2.953004474471191	0.0006406401150270749	0.012320250745297918	0.06085246700396822	0.007929826065854961
inner	pn	1.096709966659546	0.0072699785232543945	0.10213050179946409	0.024496873179707508	0.08069513416889043	0.8750246398111776	0.0005595527472874457	0.011015966362279589	0.05999925373946602	0.009120361319857669
