mjd_utc	longitude_deg	radius_au
60997.790865940	-196.897693743	1.546067287
60997.832532606	-196.950988696	1.546795655
60997.874199273	-197.004233202	1.547525152
60997.915865940	-197.057427255	1.548255778
60997.957532606	-197.110570849	1.548987529
60997.999199273	-197.163663981	1.549720405
60998.040865940	-197.216706645	1.550454404
60998.082532606	-197.269698837	1.551189525
60998.124199273	-197.322640554	1.551925764
60998.165865940	-197.375531791	1.552663122
60998.207532606	-197.428372545	1.553401595
60998.249199273	-197.481162814	1.554141183
60998.290865940	-197.533902594	1.554881884
60998.332532606	-197.586591883	1.555623695
60998.374199273	-197.639230679	1.556366616
60998.415865940	-197.691818979	1.557110645
60998.457532606	-197.744356784	1.557855779
60998.499199273	-197.796844090	1.558602018
60998.540865940	-197.849280898	1.559349359
60998.582532606	-197.901667206	1.560097802
60998.624199273	-197.954003014	1.560847343
60998.665865940	-198.006288323	1.561597982
60998.707532606	-198.058523132	1.562349717
60998.749199273	-198.110707441	1.563102545
60998.790865940	-198.162841252	1.563856467
60998.832532606	-198.214924566	1.564611479
60998.874199273	-198.266957384	1.565367580
60998.915865940	-198.318939707	1.566124769
60998.957532606	-198.370871537	1.566883043
60998.999199273	-198.422752878	1.567642402
60999.040865940	-198.474583730	1.568402843
60999.082532606	-198.526364098	1.569164364
60999.124199273	-198.578093983	1.569926965
60999.165865940	-198.629773389	1.570690643
60999.207532606	-198.681402320	1.571455397
60999.249199273	-198.732980780	1.572221225
60999.290865940	-198.784508773	1.572988125
60999.332532606	-198.835986303	1.573756096
60999.374199273	-198.887413374	1.574525136
60999.415865939	-198.938789993	1.575295243
60999.457532606	-198.990116163	1.576066416
60999.499199272	-199.041391891	1.576838653
60999.540865939	-199.092617182	1.577611952
60999.582532605	-199.143792042	1.578386312
60999.624199272	-199.194916478	1.579161731
60999.665865939	-199.245990495	1.579938208
60999.707532605	-199.297014102	1.580715740
60999.749199272	-199.347987304	1.581494326
60999.790865939	-199.398910109	1.582273965
60999.832532605	-199.449782525	1.583054654
60999.874199272	-199.500604560	1.583836393
60999.915865939	-199.551376221	1.584619178
60999.957532605	-199.602097517	1.585403010
60999.999199272	-199.652768457	1.586187886
61000.040865939	-199.703389049	1.586973804
61000.082532605	-199.753959302	1.587760764
61000.124199272	-199.804479227	1.588548762
61000.165865939	-199.854948832	1.589337798
61000.207532605	-199.905368127	1.590127870
61000.249199272	-199.955737122	1.590918976
61000.290865939	-200.006055829	1.591711115
61000.332532605	-200.056324256	1.592504284
61000.374199272	-200.106542416	1.593298483
61000.415865939	-200.156710319	1.594093710
61000.457532605	-200.206827976	1.594889963
61000.499199272	-200.256895399	1.595687240
61000.540865939	-200.306912601	1.596485540
61000.582532605	-200.356879592	1.597284861
61000.624199272	-200.406796385	1.598085201
61000.665865939	-200.456662993	1.598886560
61000.707532605	-200.506479429	1.599688935
61000.749199272	-200.556245704	1.600492324
61000.790865939	-200.605961833	1.601296726
61000.832532605	-200.655627830	1.602102140
61000.874199272	-200.705243707	1.602908564
61000.915865939	-200.754809478	1.603715995
61000.957532605	-200.804325158	1.604524433
61000.999199272	-200.853790761	1.605333876
61001.040865939	-200.903206302	1.606144323
61001.082532605	-200.952571795	1.606955770
61001.124199272	-201.001887256	1.607768218
61001.165865939	-201.051152699	1.608581665
61001.207532605	-201.100368141	1.609396108
61001.249199272	-201.149533596	1.610211546
61001.290865939	-201.198649081	1.611027978
61001.332532605	-201.247714612	1.611845401
61001.374199272	-201.296730205	1.612663816
61001.415865939	-201.345695877	1.613483218
61001.457532605	-201.394611645	1.614303608
61001.499199272	-201.443477525	1.615124984
61001.540865939	-201.492293534	1.615947343
61001.582532605	-201.541059691	1.616770685
61001.624199272	-201.589776013	1.617595008
61001.665865939	-201.638442518	1.618420309
61001.707532605	-201.687059223	1.619246589
61001.749199272	-201.735626147	1.620073844
61001.790865939	-201.784143309	1.620902073
61001.832532605	-201.832610726	1.621731275
61001.874199272	-201.881028419	1.622561449
61001.915865939	-201.929396405	1.623392592
61001.957532605	-201.977714705	1.624224703
61001.999199272	-202.025983338	1.625057780
