mjd_utc	longitude_deg	radius_au
60996.915865940	55.366019358	0.979088588
60996.957532606	55.407956275	0.979079211
60996.999199273	55.449894151	0.979069839
60997.040865940	55.491834691	0.979060466
60997.082532606	55.533774488	0.979051105
60997.124199273	55.575715242	0.979041748
60997.165865940	55.617656953	0.979032396
60997.207532606	55.659599620	0.979023049
60997.249199273	55.701543244	0.979013708
60997.290865940	55.743487823	0.979004371
60997.332532606	55.785433358	0.978995039
60997.374199273	55.827379848	0.978985713
60997.415865940	55.869327292	0.978976391
60997.457532606	55.911275692	0.978967075
60997.499199273	55.953225045	0.978957763
60997.540865940	55.995175353	0.978948457
60997.582532606	56.037126614	0.978939155
60997.624199273	56.079078828	0.978929859
60997.665865940	56.121031996	0.978920568
60997.707532606	56.162986116	0.978911282
60997.749199273	56.204941188	0.978902001
60997.790865940	56.246897213	0.978892725
60997.832532606	56.288854188	0.978883454
60997.874199273	56.330812116	0.978874188
60997.915865940	56.372770994	0.978864928
60997.957532606	56.414730823	0.978855673
60997.999199273	56.456691602	0.978846422
60998.040865940	56.498653331	0.978837177
60998.082532606	56.540616010	0.978827937
60998.124199273	56.582579638	0.978818702
60998.165865940	56.624544215	0.978809473
60998.207532606	56.666509741	0.978800248
60998.249199273	56.708476215	0.978791029
60998.290865940	56.750443637	0.978781815
60998.332532606	56.792412006	0.978772606
60998.374199273	56.834381323	0.978763402
60998.415865940	56.876351586	0.978754204
60998.457532606	56.918322796	0.978745010
60998.499199273	56.960294952	0.978735822
60998.540865940	57.002268054	0.978726640
60998.582532606	57.044242101	0.978717462
60998.624199273	57.086217093	0.978708290
60998.665865940	57.128193030	0.978699122
60998.707532606	57.170169912	0.978689960
60998.749199273	57.212147737	0.978680804
60998.790865940	57.254126506	0.978671652
60998.832532606	57.296106218	0.978662506
60998.874199273	57.338086872	0.978653366
60998.915865940	57.380068470	0.978644230
60998.957532606	57.422051009	0.978635100
60998.999199273	57.464034490	0.978625975
60999.040865940	57.506018912	0.978616855
60999.082532606	57.548004275	0.978607741
60999.124199273	57.589990579	0.978598632
60999.165865940	57.631977823	0.978589528
60999.207532606	57.673966007	0.978580430
60999.249199273	57.715955130	0.978571337
60999.290865940	57.757945192	0.978562249
60999.332532606	57.799936192	0.978553167
60999.374199273	57.841928131	0.978544090
60999.415865939	57.883921008	0.978535018
60999.457532606	57.925914822	0.978525952
60999.499199272	57.967909573	0.978516891
60999.540865939	58.009905261	0.978507836
60999.582532605	58.051901885	0.978498786
60999.624199272	58.093899445	0.978489741
60999.665865939	58.135897940	0.978480702
60999.707532605	58.177897370	0.978471668
60999.749199272	58.219897735	0.978462639
60999.790865939	58.261899034	0.978453616
60999.832532605	58.303901267	0.978444598
60999.874199272	58.345904433	0.978435586
60999.915865939	58.387908532	0.978426579
60999.957532605	58.429913564	0.978417578
60999.999199272	58.471919528	0.978408582
61000.040865939	58.513926423	0.978399592
61000.082532605	58.555934250	0.978390607
61000.124199272	58.597943008	0.978381627
61000.165865939	58.639952696	0.978372653
61000.207532605	58.681963314	0.978363685
61000.249199272	58.723974862	0.978354722
61000.290865939	58.765987339	0.978345764
61000.332532605	58.808000745	0.978336812
61000.374199272	58.850015079	0.978327865
61000.415865939	58.892030341	0.978318924
61000.457532605	58.934046531	0.978309989
61000.499199272	58.976063648	0.978301059
61000.540865939	59.018081691	0.978292134
61000.582532605	59.060100661	0.978283215
61000.624199272	59.102120556	0.978274302
61000.665865939	59.144141377	0.978265394
61000.707532605	59.186163122	0.978256491
61000.749199272	59.228185793	0.978247595
61000.790865939	59.270209387	0.978238703
61000.832532605	59.312233905	0.978229818
61000.874199272	59.354259346	0.978220938
61000.915865939	59.396285710	0.978212063
