mjd	ra_deg	dec_deg	r_au	delta_au
61013.52474537	177.2003947	1.6216205	1.887105	1.875665
61013.52543982	177.1997286	1.6218301	1.887123	1.875659
61013.52613426	177.1990626	1.6220397	1.887140	1.875653
61013.52682870	177.1983966	1.6222493	1.887158	1.875647
61013.52752315	177.1977307	1.6224587	1.887175	1.875641
61013.52821759	177.1970648	1.6226682	1.887193	1.875635
61013.52891204	177.1963989	1.6228776	1.887210	1.875628
61013.52960648	177.1957331	1.6230870	1.887228	1.875622
61013.53030093	177.1950673	1.6232963	1.887245	1.875616
61013.53099537	177.1944015	1.6235056	1.887262	1.875610
61013.53168982	177.1937358	1.6237148	1.887280	1.875604
61013.53238426	177.1930701	1.6239240	1.887297	1.875597
61013.53307870	177.1924045	1.6241332	1.887315	1.875591
61013.53377315	177.1917389	1.6243423	1.887332	1.875585
61013.53446759	177.1910733	1.6245513	1.887350	1.875579
61013.53516204	177.1904077	1.6247604	1.887367	1.875573
61013.53585648	177.1897422	1.6249693	1.887384	1.875567
61013.53655093	177.1890768	1.6251783	1.887402	1.875560
61013.53724537	177.1884114	1.6253872	1.887419	1.875554
61013.53793981	177.1877460	1.6255960	1.887437	1.875548
61013.53863426	177.1870806	1.6258048	1.887454	1.875542
61013.53932870	177.1864153	1.6260136	1.887472	1.875536
61013.54002315	177.1857500	1.6262223	1.887489	1.875529
61013.54071759	177.1850848	1.6264310	1.887506	1.875523
61013.54141204	177.1844196	1.6266396	1.887524	1.875517
61013.54210648	177.1837544	1.6268482	1.887541	1.875511
61013.54280093	177.1830893	1.6270568	1.887559	1.875505
61013.54349537	177.1824242	1.6272653	1.887576	1.875499
61013.54418981	177.1817592	1.6274738	1.887594	1.875492
61013.54488426	177.1810942	1.6276822	1.887611	1.875486
61013.54557870	177.1804292	1.6278906	1.887629	1.875480
61013.54627315	177.1797643	1.6280989	1.887646	1.875474
61013.54696759	177.1790994	1.6283072	1.887663	1.875468
61013.54766204	177.1784346	1.6285155	1.887681	1.875462
61013.54835648	177.1777698	1.6287237	1.887698	1.875455
61013.54905093	177.1771050	1.6289318	1.887716	1.875449
61013.54974537	177.1764403	1.6291400	1.887733	1.875443
61013.55043982	177.1757756	1.6293480	1.887751	1.875437
61013.55113426	177.1751110	1.6295561	1.887768	1.875431
61013.55182870	177.1744464	1.6297641	1.887785	1.875425
61013.55252315	177.1737819	1.6299720	1.887803	1.875418
61013.55321759	177.1731174	1.6301799	1.887820	1.875412
61013.55391204	177.1724529	1.6303878	1.887838	1.875406
61013.55460648	177.1717885	1.6305956	1.887855	1.875400
61013.55530093	177.1711241	1.6308034	1.887873	1.875394
61013.55599537	177.1704597	1.6310111	1.887890	1.875388
61013.55668982	177.1697954	1.6312188	1.887908	1.875381
61013.55738426	177.1691312	1.6314264	1.887925	1.875375
61013.55807870	177.1684670	1.6316340	1.887942	1.875369
61013.55877315	177.1678028	1.6318416	1.887960	1.875363
61013.55946759	177.1671387	1.6320491	1.887977	1.875357
61013.56016204	177.1664746	1.6322566	1.887995	1.875351
61013.56085648	177.1658106	1.6324640	1.888012	1.875344
61013.56155093	177.1651466	1.6326714	1.888030	1.875338
61013.56224537	177.1644826	1.6328788	1.888047	1.875332
61013.56293982	177.1638187	1.6330861	1.888065	1.875326
61013.56363426	177.1631549	1.6332933	1.888082	1.875320
61013.56432870	177.1624911	1.6335005	1.888099	1.875314
61013.56502315	177.1618273	1.6337077	1.888117	1.875307
61013.56571759	177.1611636	1.6339148	1.888134	1.875301
61013.56641204	177.1604999	1.6341219	1.888152	1.875295
61013.56710648	177.1598363	1.6343290	1.888169	1.875289
61013.56780093	177.1591727	1.6345359	1.888187	1.875283
61013.56849537	177.1585091	1.6347429	1.888204	1.875277
61013.56918981	177.1578456	1.6349498	1.888222	1.875270
61013.56988426	177.1571822	1.6351567	1.888239	1.875264
61013.57057870	177.1565188	1.6353635	1.888256	1.875258
61013.57127315	177.1558554	1.6355703	1.888274	1.875252
61013.57196759	177.1551921	1.6357770	1.888291	1.875246
61013.57266204	177.1545289	1.6359837	1.888309	1.875240
61013.57335648	177.1538657	1.6361904	1.888326	1.875233
61013.57405093	177.1532025	1.6363970	1.888344	1.875227
61013.57474537	177.1525394	1.6366035	1.888361	1.875221
61013.57543981	177.1518763	1.6368100	1.888379	1.875215
61013.57613426	177.1512133	1.6370165	1.888396	1.875209
61013.57682870	177.1505504	1.6372229	1.888413	1.875203
61013.57752315	177.1498874	1.6374293	1.888431	1.875196
61013.57821759	177.1492246	1.6376357	1.888448	1.875190
61013.57891204	177.1485618	1.6378420	1.888466	1.875184
61013.57960648	177.1478990	1.6380482	1.888483	1.875178
61013.58030093	177.1472363	1.6382545	1.888501	1.875172
61013.58099537	177.1465736	1.6384606	1.888518	1.875166
61013.58168982	177.1459110	1.6386668	1.888536	1.875159
61013.58238426	177.1452484	1.6388728	1.888553	1.875153
61013.58307870	177.1445859	1.6390789	1.888570	1.875147
61013.58377315	177.1439234	1.6392849	1.888588	1.875141
61013.58446759	177.1432610	1.6394908	1.888605	1.875135
61013.58516204	177.1425987	1.6396967	1.888623	1.875129
61013.58585648	177.1419364	1.6399026	1.888640	1.875123
61013.58655093	177.1412741	1.6401084	1.888658	1.875116
61013.58724537	177.1406119	1.6403142	1.888675	1.875110
61013.58793982	177.1399497	1.6405199	1.888693	1.875104
61013.58863426	177.1392876	1.6407256	1.888710	1.875098
61013.58932870	177.1386256	1.6409313	1.888727	1.875092
61013.59002315	177.1379636	1.6411369	1.888745	1.875086
61013.59071759	177.1373017	1.6413425	1.888762	1.875079
61013.59141204	177.1366398	1.6415480	1.888780	1.875073
61013.59210648	177.1359779	1.6417535	1.888797	1.875067
61013.59280093	177.1353162	1.6419589	1.888815	1.875061
61013.59349537	177.1346544	1.6421643	1.888832	1.875055
61013.59418982	177.1339928	1.6423696	1.888850	1.875049
61013.59488426	177.1333312	1.6425749	1.888867	1.875043
61013.59557870	177.1326696	1.6427802	1.888884	1.875036
61013.59627315	177.1320081	1.6429854	1.888902	1.875030
61013.59696759	177.1313467	1.6431906	1.888919	1.875024
61013.59766204	177.1306853	1.6433957	1.888937	1.875018
61013.59835648	177.1300239	1.6436008	1.888954	1.875012
61013.59905093	177.1293626	1.6438058	1.888972	1.875006
61013.59974537	177.1287014	1.6440108	1.888989	1.874999
61013.60043981	177.1280403	1.6442158	1.889007	1.874993
61013.60113426	177.1273791	1.6444207	1.889024	1.874987
61013.60182870	177.1267181	1.6446256	1.889042	1.874981
61013.60252315	177.1260571	1.6448304	1.889059	1.874975
61013.60321759	177.1253962	1.6450352	1.889076	1.874969
61013.60391204	177.1247353	1.6452399	1.889094	1.874963
61013.60460648	177.1240745	1.6454446	1.889111	1.874956
61013.60530093	177.1234137	1.6456493	1.889129	1.874950
61013.60599537	177.1227530	1.6458539	1.889146	1.874944
61013.60668981	177.1220924	1.6460585	1.889164	1.874938
61013.60738426	177.1214318	1.6462630	1.889181	1.874932
61013.60807870	177.1207713	1.6464675	1.889199	1.874926
61013.60877315	177.1201108	1.6466719	1.889216	1.874920
61013.60946759	177.1194504	1.6468763	1.889234	1.874913
61013.61016204	177.1187901	1.6470807	1.889251	1.874907
61013.61085648	177.1181298	1.6472850	1.889268	1.874901
61013.61155093	177.1174696	1.6474893	1.889286	1.874895
61013.61224537	177.1168094	1.6476935	1.889303	1.874889
61013.61293982	177.1161493	1.6478977	1.889321	1.874883
61013.61363426	177.1154893	1.6481018	1.889338	1.874876
61013.61432870	177.1148293	1.6483059	1.889356	1.874870
61013.61502315	177.1141694	1.6485100	1.889373	1.874864
61013.61571759	177.1135096	1.6487140	1.889391	1.874858
61013.61641204	177.1128498	1.6489180	1.889408	1.874852
61013.61710648	177.1121900	1.6491219	1.889426	1.874846
61013.61780093	177.1115304	1.6493258	1.889443	1.874840
61013.61849537	177.1108708	1.6495296	1.889460	1.874833
61013.61918982	177.1102113	1.6497334	1.889478	1.874827
61013.61988426	177.1095518	1.6499372	1.889495	1.874821
61013.62057870	177.1088924	1.6501409	1.889513	1.874815
61013.62127315	177.1082331	1.6503446	1.889530	1.874809
61013.62196759	177.1075738	1.6505482	1.889548	1.874803
61013.62266204	177.1069146	1.6507518	1.889565	1.874797
61013.62335648	177.1062555	1.6509553	1.889583	1.874790
61013.62405093	177.1055964	1.6511589	1.889600	1.874784
61013.62474537	177.1049374	1.6513623	1.889618	1.874778
61013.62543982	177.1042785	1.6515657	1.889635	1.874772
61013.62613426	177.1036196	1.6517691	1.889652	1.874766
61013.62682870	177.1029608	1.6519725	1.889670	1.874760
61013.62752315	177.1023020	1.6521758	1.889687	1.874754
61013.62821759	177.1016434	1.6523790	1.889705	1.874747
61013.62891204	177.1009848	1.6525822	1.889722	1.874741
61013.62960648	177.1003262	1.6527854	1.889740	1.874735
61013.63030093	177.0996678	1.6529885	1.889757	1.874729
61013.63099537	177.0990094	1.6531916	1.889775	1.874723
61013.63168981	177.0983511	1.6533947	1.889792	1.874717
61013.63238426	177.0976928	1.6535977	1.889810	1.874711
61013.63307870	177.0970346	1.6538006	1.889827	1.874704
61013.63377315	177.0963765	1.6540036	1.889844	1.874698
61013.63446759	177.0957185	1.6542065	1.889862	1.874692
61013.63516204	177.0950605	1.6544093	1.889879	1.874686
61013.63585648	177.0944026	1.6546121	1.889897	1.874680
61013.63655093	177.0937448	1.6548149	1.889914	1.874674
61013.63724537	177.0930870	1.6550176	1.889932	1.874667
61013.63793981	177.0924293	1.6552203	1.889949	1.874661
61013.63863426	177.0917717	1.6554229	1.889967	1.874655
61013.63932870	177.0911142	1.6556255	1.889984	1.874649
61013.64002315	177.0904567	1.6558280	1.890002	1.874643
61013.64071759	177.0897993	1.6560306	1.890019	1.874637
61013.64141204	177.0891420	1.6562330	1.890037	1.874631
61013.64210648	177.0884848	1.6564355	1.890054	1.874624
61013.64280093	177.0878276	1.6566379	1.890071	1.874618
61013.64349537	177.0871705	1.6568402	1.890089	1.874612
61013.64418982	177.0865135	1.6570425	1.890106	1.874606
61013.64488426	177.0858566	1.6572448	1.890124	1.874600
61013.64557870	177.0851997	1.6574471	1.890141	1.874594
61013.64627315	177.0845429	1.6576493	1.890159	1.874588
61013.64696759	177.0838862	1.6578514	1.890176	1.874581
61013.64766204	177.0832295	1.6580535	1.890194	1.874575
61013.64835648	177.0825730	1.6582556	1.890211	1.874569
61013.64905093	177.0819165	1.6584576	1.890229	1.874563
61013.64974537	177.0812601	1.6586596	1.890246	1.874557
61013.65043982	177.0806038	1.6588616	1.890264	1.874551
61013.65113426	177.0799475	1.6590635	1.890281	1.874545
61013.65182870	177.0792914	1.6592654	1.890298	1.874538
61013.65252315	177.0786353	1.6594672	1.890316	1.874532
61013.65321759	177.0779793	1.6596690	1.890333	1.874526
61013.65391204	177.0773233	1.6598708	1.890351	1.874520
61013.65460648	177.0766675	1.6600725	1.890368	1.874514
61013.65530093	177.0760117	1.6602742	1.890386	1.874508
61013.65599537	177.0753560	1.6604759	1.890403	1.874502
61013.65668982	177.0747004	1.6606775	1.890421	1.874495
61013.65738426	177.0740449	1.6608791	1.890438	1.874489
61013.65807870	177.0733894	1.6610806	1.890456	1.874483
61013.65877315	177.0727341	1.6612821	1.890473	1.874477
61013.65946759	177.0720788	1.6614835	1.890491	1.874471
61013.66016204	177.0714236	1.6616850	1.890508	1.874465
61013.66085648	177.0707685	1.6618864	1.890525	1.874458
61013.66155093	177.0701134	1.6620877	1.890543	1.874452
61013.66224537	177.0694585	1.6622890	1.890560	1.874446
61013.66293981	177.0688036	1.6624903	1.890578	1.874440
61013.66363426	177.0681489	1.6626915	1.890595	1.874434
61013.66432870	177.0674942	1.6628927	1.890613	1.874428
61013.66502315	177.0668396	1.6630939	1.890630	1.874422
61013.66571759	177.0661850	1.6632950	1.890648	1.874415
61013.66641204	177.0655306	1.6634961	1.890665	1.874409
61013.66710648	177.0648763	1.6636971	1.890683	1.874403
61013.66780093	177.0642220	1.6638982	1.890700	1.874397
61013.66849537	177.0635678	1.6640991	1.890718	1.874391
61013.66918981	177.0629138	1.6643001	1.890735	1.874385
61013.66988426	177.0622598	1.6645010	1.890753	1.874379
61013.67057870	177.0616058	1.6647019	1.890770	1.874372
61013.67127315	177.0609520	1.6649027	1.890787	1.874366
61013.67196759	177.0602983	1.6651035	1.890805	1.874360
61013.67266204	177.0596447	1.6653043	1.890822	1.874354
61013.67335648	177.0589911	1.6655050	1.890840	1.874348
61013.67405093	177.0583376	1.6657057	1.890857	1.874342
61013.67474537	177.0576843	1.6659064	1.890875	1.874335
61013.67543982	177.0570310	1.6661070	1.890892	1.874329
61013.67613426	177.0563778	1.6663076	1.890910	1.874323
61013.67682870	177.0557247	1.6665082	1.890927	1.874317
61013.67752315	177.0550717	1.6667087	1.890945	1.874311
61013.67821759	177.0544188	1.6669092	1.890962	1.874305
61013.67891204	177.0537660	1.6671097	1.890980	1.874299
61013.67960648	177.0531133	1.6673101	1.890997	1.874292
61013.68030093	177.0524606	1.6675105	1.891015	1.874286
61013.68099537	177.0518081	1.6677108	1.891032	1.874280
61013.68168982	177.0511556	1.6679112	1.891050	1.874274
61013.68238426	177.0505033	1.6681115	1.891067	1.874268
61013.68307870	177.0498510	1.6683117	1.891084	1.874262
61013.68377315	177.0491989	1.6685120	1.891102	1.874255
61013.68446759	177.0485468	1.6687122	1.891119	1.874249
61013.68516204	177.0478949	1.6689123	1.891137	1.874243
61013.68585648	177.0472430	1.6691125	1.891154	1.874237
61013.68655093	177.0465912	1.6693126	1.891172	1.874231
61013.68724537	177.0459396	1.6695127	1.891189	1.874225
61013.68793982	177.0452880	1.6697127	1.891207	1.874218
61013.68863426	177.0446365	1.6699127	1.891224	1.874212
61013.68932870	177.0439851	1.6701127	1.891242	1.874206
61013.69002315	177.0433339	1.6703127	1.891259	1.874200
61013.69071759	177.0426827	1.6705126	1.891277	1.874194
61013.69141204	177.0420316	1.6707125	1.891294	1.874188
61013.69210648	177.0413806	1.6709123	1.891312	1.874182
61013.69280093	177.0407298	1.6711122	1.891329	1.874175
61013.69349537	177.0400790	1.6713120	1.891347	1.874169
61013.69418981	177.0394283	1.6715118	1.891364	1.874163
61013.69488426	177.0387777	1.6717115	1.891381	1.874157
61013.69557870	177.0381273	1.6719112	1.891399	1.874151
61013.69627315	177.0374769	1.6721109	1.891416	1.874145
61013.69696759	177.0368266	1.6723106	1.891434	1.874138
61013.69766204	177.0361765	1.6725102	1.891451	1.874132
61013.69835648	177.0355264	1.6727099	1.891469	1.874126
61013.69905093	177.0348765	1.6729094	1.891486	1.874120
61013.69974537	177.0342266	1.6731090	1.891504	1.874114
61013.70043981	177.0335769	1.6733085	1.891521	1.874108
61013.70113426	177.0329273	1.6735080	1.891539	1.874101
61013.70182870	177.0322777	1.6737075	1.891556	1.874095
61013.70252315	177.0316283	1.6739070	1.891574	1.874089
61013.70321759	177.0309790	1.6741064	1.891591	1.874083
61013.70391204	177.0303298	1.6743058	1.891609	1.874077
61013.70460648	177.0296807	1.6745052	1.891626	1.874070
61013.70530093	177.0290317	1.6747046	1.891644	1.874064
61013.70599537	177.0283828	1.6749039	1.891661	1.874058
61013.70668982	177.0277341	1.6751032	1.891679	1.874052
61013.70738426	177.0270854	1.6753025	1.891696	1.874046
61013.70807870	177.0264369	1.6755018	1.891713	1.874040
61013.70877315	177.0257884	1.6757010	1.891731	1.874033
61013.70946759	177.0251401	1.6759002	1.891748	1.874027
61013.71016204	177.0244919	1.6760994	1.891766	1.874021
61013.71085648	177.0238438	1.6762986	1.891783	1.874015
61013.71155093	177.0231958	1.6764977	1.891801	1.874009
61013.71224537	177.0225479	1.6766969	1.891818	1.874003
61013.71293982	177.0219001	1.6768960	1.891836	1.873996
61013.71363426	177.0212525	1.6770951	1.891853	1.873990
61013.71432870	177.0206049	1.6772941	1.891871	1.873984
61013.71502315	177.0199575	1.6774932	1.891888	1.873978
61013.71571759	177.0193102	1.6776922	1.891906	1.873972
61013.71641204	177.0186630	1.6778912	1.891923	1.873965
61013.71710648	177.0180159	1.6780902	1.891941	1.873959
61013.71780093	177.0173689	1.6782892	1.891958	1.873953
61013.71849537	177.0167221	1.6784882	1.891976	1.873947
61013.71918982	177.0160754	1.6786871	1.891993	1.873941
61013.71988426	177.0154287	1.6788861	1.892011	1.873934
61013.72057870	177.0147822	1.6790850	1.892028	1.873928
61013.72127315	177.0141359	1.6792839	1.892046	1.873922
61013.72196759	177.0134896	1.6794827	1.892063	1.873916
61013.72266204	177.0128435	1.6796816	1.892081	1.873910
61013.72335648	177.0121974	1.6798804	1.892098	1.873904
61013.72405093	177.0115515	1.6800793	1.892115	1.873897
